idMouvement,dateMouvement,descriptionCompte,nomBanque,nomTiers,nomCategorie,nomSousCategorie,montant
584,2023-12-20,Compte 1,Banque B,Mutuelle,Remboursement,,29.1
2208,2023-12-21,Compte 3,Banque C,Uber,Transport,,-53.77
251,2023-12-22,Compte 1,Banque B,Bowling,Loisir,,-88.59
2938,2023-12-23,Compte 2,Banque A,Blablacar,Transport,,-10.0
560,2023-12-23,Compte 3,Banque C,Entreprise C,Salaire,,2981.78
1018,2023-12-23,Compte 1,Banque B,Orange,Téléphone,,-25.85
2597,2023-12-24,Compte 1,Banque B,Lidl,Alimentation,,-133.02
753,2023-12-24,Compte 2,Banque A,Lidl,Alimentation,,-106.87
1801,2023-12-25,Compte 3,Banque C,Loyer,Logement,,-788.08
1331,2023-12-25,Compte 1,Banque B,Animalis,Animaux,,-13.91
2351,2023-12-25,Compte 3,Banque C,CPAM,Remboursement,,249.43
1752,2023-12-25,Compte 3,Banque C,CPAM,Remboursement,,66.39
2133,2023-12-25,Compte 3,Banque C,DAB,Retrait,,-116.02
1456,2023-12-25,Compte 1,Banque B,Livret A,Épargne,,493.83
1539,2023-12-25,Compte 2,Banque A,Doctolib,Santé,,-22.86
2105,2023-12-26,Compte 2,Banque A,Orange,Internet,,-45.56
53,2023-12-26,Compte 3,Banque C,Orange,Internet,,-33.13
2490,2023-12-26,Compte 1,Banque B,H&M,Vêtements,,-59.49
294,2023-12-27,Compte 1,Banque B,Entreprise A,Salaire,,2670.59
462,2023-12-27,Compte 1,Banque B,Bouygues,Téléphone,,-11.98
1205,2023-12-27,Compte 3,Banque C,Livret A,Épargne,,491.9
398,2023-12-28,Compte 2,Banque A,Airbnb,Vacances,,-600.96
2520,2023-12-29,Compte 3,Banque C,Expedia,Vacances,,-1030.74
2314,2023-12-29,Compte 3,Banque C,URSSAF,Impôts,,-1101.62
1353,2023-12-29,Compte 3,Banque C,Expedia,Vacances,,-1001.34
88,2023-12-30,Compte 1,Banque B,Amazon,Cadeau,,-139.97
1274,2023-12-31,Compte 3,Banque C,Divers,Divers,,-55.81
79,2023-12-31,Compte 2,Banque A,Divers,Divers,,-99.99
2730,2023-12-31,Compte 3,Banque C,Auchan,Alimentation,,-182.07
970,2023-12-31,Compte 1,Banque B,Amazon,Cadeau,,-57.79
250,2023-12-31,Compte 3,Banque C,Livret A,Épargne,,250.41
1657,2023-12-31,Compte 1,Banque B,EDF,Logement,,-578.08
2164,2024-01-01,Compte 2,Banque A,DAB,Retrait,,-29.26
2187,2024-01-01,Compte 3,Banque C,MAIF,Assurance,,-90.01
435,2024-01-01,Compte 3,Banque C,Zalando,Cadeau,,-67.67
107,2024-01-01,Compte 3,Banque C,Truffaut,Animaux,,-23.39
302,2024-01-02,Compte 3,Banque C,Orange,Internet,,-39.94
2157,2024-01-02,Compte 1,Banque B,Orange,Internet,,-38.5
2155,2024-01-02,Compte 3,Banque C,Hôpital,Santé,,-43.42
2509,2024-01-02,Compte 3,Banque C,Orange,Internet,,-44.6
534,2024-01-03,Compte 1,Banque B,Doctolib,Santé,,-51.3
1533,2024-01-03,Compte 2,Banque A,URSSAF,Impôts,,-1920.12
1823,2024-01-03,Compte 2,Banque A,Divers,Divers,,-95.41
2197,2024-01-04,Compte 3,Banque C,Hôpital,Santé,,-24.64
1332,2024-01-05,Compte 3,Banque C,Amazon,Cadeau,,-189.0
2690,2024-01-05,Compte 1,Banque B,Orchestra,Enfants,,-113.76
1836,2024-01-05,Compte 1,Banque B,Entreprise C,Salaire,,2646.13
2482,2024-01-06,Compte 1,Banque B,DAB,Retrait,,-72.24
1696,2024-01-06,Compte 2,Banque A,Banque Postale,Frais bancaires,,-7.64
2578,2024-01-06,Compte 2,Banque A,JouetClub,Enfants,,-55.85
2396,2024-01-07,Compte 3,Banque C,Engie,Logement,,-320.69
2962,2024-01-07,Compte 3,Banque C,EDF,Logement,,-644.87
1869,2024-01-07,Compte 2,Banque A,Entreprise C,Salaire,,2078.11
2432,2024-01-08,Compte 2,Banque A,Banque Postale,Frais bancaires,,-8.98
352,2024-01-08,Compte 1,Banque B,Crédit Agricole,Frais bancaires,,-6.01
1252,2024-01-08,Compte 2,Banque A,Auchan,Alimentation,,-144.94
2879,2024-01-08,Compte 3,Banque C,Mutuelle,Remboursement,,66.44
1319,2024-01-08,Compte 3,Banque C,CPAM,Remboursement,,61.3
83,2024-01-08,Compte 1,Banque B,CPAM,Remboursement,,269.89
2242,2024-01-09,Compte 2,Banque A,Mutuelle,Remboursement,,133.61
1445,2024-01-09,Compte 1,Banque B,CPAM,Remboursement,,35.82
2801,2024-01-09,Compte 2,Banque A,Engie,Logement,,-580.4
2479,2024-01-09,Compte 2,Banque A,Zara,Vêtements,,-133.09
2485,2024-01-10,Compte 1,Banque B,Airbnb,Vacances,,-171.22
2910,2024-01-11,Compte 3,Banque C,Expedia,Vacances,,-593.95
693,2024-01-12,Compte 2,Banque A,Truffaut,Animaux,,-42.06
2249,2024-01-12,Compte 1,Banque B,Carrefour,Alimentation,,-32.0
1948,2024-01-12,Compte 3,Banque C,Airbnb,Vacances,,-206.42
1283,2024-01-12,Compte 2,Banque A,Cinéma,Loisir,,-45.67
712,2024-01-13,Compte 3,Banque C,Allianz,Assurance,,-90.37
1764,2024-01-13,Compte 2,Banque A,Orange,Téléphone,,-19.23
2411,2024-01-14,Compte 2,Banque A,Entreprise A,Salaire,,2417.67
2162,2024-01-14,Compte 1,Banque B,Impôts,Impôts,,-1414.41
1525,2024-01-15,Compte 1,Banque B,Booking,Vacances,,-1030.07
2527,2024-01-15,Compte 1,Banque B,Intermarché,Alimentation,,-58.5
2072,2024-01-15,Compte 2,Banque A,Animalis,Animaux,,-39.96
635,2024-01-15,Compte 2,Banque A,Divers,Divers,,-65.59
1151,2024-01-16,Compte 1,Banque B,Banque Postale,Frais bancaires,,-2.82
1072,2024-01-16,Compte 2,Banque A,Airbnb,Vacances,,-685.34
2071,2024-01-17,Compte 2,Banque A,JouetClub,Enfants,,-35.24
326,2024-01-17,Compte 1,Banque B,Orchestra,Enfants,,-27.45
1857,2024-01-18,Compte 1,Banque B,Crédit Agricole,Frais bancaires,,-5.35
2452,2024-01-18,Compte 1,Banque B,Engie,Logement,,-832.56
2109,2024-01-18,Compte 1,Banque B,SFR,Internet,,-52.09
1552,2024-01-19,Compte 1,Banque B,Amazon,Cadeau,,-130.36
2958,2024-01-19,Compte 1,Banque B,Engie,Logement,,-471.22
2862,2024-01-19,Compte 2,Banque A,Truffaut,Animaux,,-81.95
833,2024-01-20,Compte 1,Banque B,Truffaut,Animaux,,-75.6
199,2024-01-22,Compte 3,Banque C,Orange,Téléphone,,-22.63
2137,2024-01-22,Compte 3,Banque C,Divers,Divers,,-38.59
2183,2024-01-22,Compte 3,Banque C,Cinéma,Loisir,,-22.22
2168,2024-01-23,Compte 2,Banque A,Doctolib,Santé,,-60.91
547,2024-01-23,Compte 3,Banque C,DAB,Retrait,,-154.88
2189,2024-01-24,Compte 2,Banque A,Amazon,Cadeau,,-121.82
145,2024-01-24,Compte 3,Banque C,Orchestra,Enfants,,-72.56
2993,2024-01-24,Compte 2,Banque A,DAB,Retrait,,-228.31
520,2024-01-25,Compte 2,Banque A,SFR,Internet,,-22.06
2886,2024-01-25,Compte 3,Banque C,EDF,Logement,,-402.59
281,2024-01-26,Compte 1,Banque B,Livret A,Épargne,,102.8
1911,2024-01-26,Compte 1,Banque B,Entreprise B,Salaire,,2893.51
1720,2024-01-26,Compte 1,Banque B,Crédit Agricole,Frais bancaires,,-3.3
227,2024-01-26,Compte 2,Banque A,Cinéma,Loisir,,-27.72
203,2024-01-26,Compte 3,Banque C,Mutuelle,Remboursement,,167.56
1639,2024-01-27,Compte 2,Banque A,URSSAF,Impôts,,-1161.13
2334,2024-01-27,Compte 2,Banque A,DAB,Retrait,,-237.44
2225,2024-01-29,Compte 3,Banque C,Netflix,Loisir,,-17.5
19,2024-01-29,Compte 2,Banque A,Mutuelle,Remboursement,,141.29
1381,2024-01-29,Compte 3,Banque C,Impôts,Impôts,,-1584.7
1363,2024-01-30,Compte 1,Banque B,Netflix,Loisir,,-62.26
1040,2024-01-31,Compte 2,Banque A,Livret A,Épargne,,98.15
499,2024-01-31,Compte 3,Banque C,Livret A,Épargne,,488.53
2956,2024-01-31,Compte 3,Banque C,Zalando,Cadeau,,-139.43
1403,2024-01-31,Compte 3,Banque C,URSSAF,Impôts,,-554.39
2994,2024-01-31,Compte 1,Banque B,Free,Internet,,-34.1
708,2024-02-01,Compte 3,Banque C,Orchestra,Enfants,,-116.73
2999,2024-02-01,Compte 1,Banque B,Divers,Divers,,-34.57
421,2024-02-02,Compte 2,Banque A,Banque Postale,Frais bancaires,,-6.89
1345,2024-02-02,Compte 3,Banque C,H&M,Vêtements,,-194.37
2281,2024-02-02,Compte 3,Banque C,Animalis,Animaux,,-91.16
1870,2024-02-03,Compte 3,Banque C,Airbnb,Vacances,,-1108.14
2825,2024-02-03,Compte 1,Banque B,Mutuelle,Remboursement,,90.52
1198,2024-02-04,Compte 1,Banque B,Bowling,Loisir,,-23.95
1585,2024-02-04,Compte 2,Banque A,Cinéma,Loisir,,-96.06
2943,2024-02-04,Compte 2,Banque A,Divers,Divers,,-37.6
1362,2024-02-05,Compte 1,Banque B,Orange,Internet,,-33.48
2282,2024-02-05,Compte 1,Banque B,Airbnb,Vacances,,-384.2
2335,2024-02-05,Compte 3,Banque C,DAB,Retrait,,-130.03
651,2024-02-05,Compte 3,Banque C,CPAM,Remboursement,,202.4
2042,2024-02-05,Compte 3,Banque C,Divers,Divers,,-66.4
1514,2024-02-06,Compte 2,Banque A,Hôpital,Santé,,-100.5
439,2024-02-06,Compte 3,Banque C,Divers,Divers,,-44.57
855,2024-02-07,Compte 3,Banque C,Uniqlo,Vêtements,,-177.26
2376,2024-02-08,Compte 2,Banque A,Fnac,Cadeau,,-47.31
2474,2024-02-08,Compte 2,Banque A,DAB,Retrait,,-164.31
170,2024-02-09,Compte 2,Banque A,Entreprise B,Salaire,,2446.33
2279,2024-02-10,Compte 1,Banque B,Hôpital,Santé,,-47.7
1012,2024-02-10,Compte 1,Banque B,DAB,Retrait,,-178.98
1939,2024-02-11,Compte 3,Banque C,PEL,Épargne,,400.15
511,2024-02-11,Compte 2,Banque A,JouetClub,Enfants,,-116.84
613,2024-02-11,Compte 3,Banque C,H&M,Vêtements,,-55.2
2453,2024-02-12,Compte 3,Banque C,Loyer,Logement,,-332.33
1923,2024-02-12,Compte 3,Banque C,DAB,Retrait,,-286.61
991,2024-02-12,Compte 1,Banque B,Amazon,Cadeau,,-123.18
1031,2024-02-13,Compte 1,Banque B,Mutuelle,Remboursement,,228.62
2087,2024-02-14,Compte 1,Banque B,Divers,Divers,,-81.24
2034,2024-02-15,Compte 2,Banque A,Divers,Divers,,-56.16
1131,2024-02-15,Compte 2,Banque A,Hôpital,Santé,,-34.56
1626,2024-02-15,Compte 2,Banque A,SFR,Téléphone,,-18.47
2323,2024-02-16,Compte 2,Banque A,Entreprise C,Salaire,,2322.55
399,2024-02-16,Compte 2,Banque A,Loyer,Logement,,-730.14
1864,2024-02-17,Compte 3,Banque C,Airbnb,Vacances,,-521.2
1573,2024-02-17,Compte 1,Banque B,Zalando,Cadeau,,-188.9
315,2024-02-17,Compte 2,Banque A,Divers,Divers,,-43.93
2414,2024-02-17,Compte 3,Banque C,PEL,Épargne,,330.29
2313,2024-02-17,Compte 3,Banque C,DAB,Retrait,,-52.14
1209,2024-02-18,Compte 3,Banque C,Crédit Agricole,Frais bancaires,,-13.62
1615,2024-02-20,Compte 3,Banque C,Spotify,Loisir,,-88.64
615,2024-02-20,Compte 1,Banque B,URSSAF,Impôts,,-1632.47
1681,2024-02-20,Compte 3,Banque C,Uniqlo,Vêtements,,-218.91
1685,2024-02-22,Compte 2,Banque A,CPAM,Remboursement,,43.91
1116,2024-02-22,Compte 3,Banque C,Allianz,Assurance,,-96.78
1957,2024-02-22,Compte 3,Banque C,PEL,Épargne,,308.12
2564,2024-02-23,Compte 1,Banque B,Loyer,Logement,,-680.15
1139,2024-02-23,Compte 3,Banque C,Loyer,Logement,,-391.18
321,2024-02-23,Compte 3,Banque C,Pharmacie,Santé,,-18.6
1385,2024-02-24,Compte 1,Banque B,DAB,Retrait,,-24.07
1601,2024-02-24,Compte 2,Banque A,Entreprise A,Salaire,,2310.06
732,2024-02-24,Compte 1,Banque B,CPAM,Remboursement,,23.18
1507,2024-02-24,Compte 2,Banque A,URSSAF,Impôts,,-1352.2
1756,2024-02-25,Compte 3,Banque C,Booking,Vacances,,-403.46
769,2024-02-25,Compte 1,Banque B,Divers,Divers,,-91.87
2305,2024-02-26,Compte 2,Banque A,Entreprise B,Salaire,,2461.27
2902,2024-02-27,Compte 1,Banque B,Divers,Divers,,-41.82
1927,2024-02-27,Compte 3,Banque C,Truffaut,Animaux,,-82.49
69,2024-02-27,Compte 1,Banque B,Hôpital,Santé,,-81.38
865,2024-02-27,Compte 2,Banque A,Divers,Divers,,-73.16
2348,2024-02-28,Compte 1,Banque B,DAB,Retrait,,-294.63
660,2024-02-28,Compte 2,Banque A,Mutuelle,Remboursement,,295.26
1861,2024-03-01,Compte 2,Banque A,Hôpital,Santé,,-86.01
2493,2024-03-02,Compte 1,Banque B,Entreprise C,Salaire,,2037.12
1568,2024-03-02,Compte 3,Banque C,H&M,Vêtements,,-249.43
764,2024-03-02,Compte 1,Banque B,DAB,Retrait,,-238.86
1737,2024-03-02,Compte 2,Banque A,URSSAF,Impôts,,-1739.2
2713,2024-03-03,Compte 1,Banque B,DAB,Retrait,,-175.75
943,2024-03-03,Compte 3,Banque C,H&M,Vêtements,,-65.69
840,2024-03-03,Compte 2,Banque A,DAB,Retrait,,-216.72
63,2024-03-03,Compte 3,Banque C,Expedia,Vacances,,-549.31
1580,2024-03-04,Compte 1,Banque B,SNCF,Transport,,-63.94
2676,2024-03-04,Compte 2,Banque A,Zalando,Cadeau,,-155.97
2415,2024-03-04,Compte 1,Banque B,Allianz,Assurance,,-70.34
2478,2024-03-04,Compte 3,Banque C,Free,Internet,,-43.54
751,2024-03-05,Compte 1,Banque B,SNCF,Transport,,-60.55
478,2024-03-05,Compte 2,Banque A,Animalis,Animaux,,-50.16
1065,2024-03-05,Compte 3,Banque C,Animalis,Animaux,,-92.73
1270,2024-03-05,Compte 1,Banque B,SNCF,Transport,,-32.9
604,2024-03-06,Compte 1,Banque B,Impôts,Impôts,,-414.1
1303,2024-03-06,Compte 3,Banque C,Mutuelle,Remboursement,,53.79
1540,2024-03-06,Compte 2,Banque A,Crédit Agricole,Frais bancaires,,-14.91
549,2024-03-08,Compte 1,Banque B,EDF,Logement,,-653.58
1079,2024-03-08,Compte 3,Banque C,JouetClub,Enfants,,-122.85
927,2024-03-08,Compte 2,Banque A,Intermarché,Alimentation,,-146.22
1213,2024-03-08,Compte 2,Banque A,Livret A,Épargne,,445.49
2387,2024-03-08,Compte 3,Banque C,URSSAF,Impôts,,-1393.68
2735,2024-03-09,Compte 1,Banque B,Bouygues,Téléphone,,-29.0
2913,2024-03-09,Compte 1,Banque B,Expedia,Vacances,,-971.21
1951,2024-03-09,Compte 1,Banque B,Doctolib,Santé,,-124.1
1167,2024-03-10,Compte 2,Banque A,Animalis,Animaux,,-49.54
2974,2024-03-10,Compte 1,Banque B,Airbnb,Vacances,,-627.7
870,2024-03-10,Compte 2,Banque A,JouetClub,Enfants,,-99.67
413,2024-03-10,Compte 1,Banque B,URSSAF,Impôts,,-1769.81
1444,2024-03-11,Compte 2,Banque A,SFR,Internet,,-51.84
1509,2024-03-11,Compte 3,Banque C,Orange,Téléphone,,-40.79
339,2024-03-11,Compte 2,Banque A,Entreprise B,Salaire,,2584.1
2874,2024-03-11,Compte 3,Banque C,JouetClub,Enfants,,-12.36
1990,2024-03-11,Compte 2,Banque A,Loyer,Logement,,-817.56
2288,2024-03-11,Compte 1,Banque B,PEL,Épargne,,283.82
2342,2024-03-12,Compte 3,Banque C,Animalis,Animaux,,-11.63
2882,2024-03-12,Compte 3,Banque C,H&M,Vêtements,,-197.22
157,2024-03-12,Compte 3,Banque C,Allianz,Assurance,,-84.43
1071,2024-03-12,Compte 3,Banque C,Crédit Agricole,Frais bancaires,,-4.17
784,2024-03-13,Compte 1,Banque B,Blablacar,Transport,,-67.32
773,2024-03-14,Compte 2,Banque A,DAB,Retrait,,-87.07
2624,2024-03-15,Compte 2,Banque A,DAB,Retrait,,-220.91
2091,2024-03-15,Compte 3,Banque C,Bouygues,Téléphone,,-17.64
2038,2024-03-15,Compte 1,Banque B,URSSAF,Impôts,,-563.74
2385,2024-03-16,Compte 3,Banque C,Orchestra,Enfants,,-45.88
2919,2024-03-16,Compte 1,Banque B,Truffaut,Animaux,,-63.81
1794,2024-03-17,Compte 1,Banque B,Loyer,Logement,,-752.74
2003,2024-03-17,Compte 1,Banque B,SFR,Internet,,-53.01
749,2024-03-17,Compte 2,Banque A,Zalando,Cadeau,,-45.69
1197,2024-03-18,Compte 2,Banque A,Animalis,Animaux,,-26.17
149,2024-03-18,Compte 3,Banque C,Cinéma,Loisir,,-30.19
136,2024-03-19,Compte 2,Banque A,Truffaut,Animaux,,-13.02
142,2024-03-19,Compte 3,Banque C,Expedia,Vacances,,-386.99
1884,2024-03-20,Compte 1,Banque B,Banque Postale,Frais bancaires,,-13.06
1055,2024-03-20,Compte 1,Banque B,Uber,Transport,,-39.59
1259,2024-03-21,Compte 1,Banque B,DAB,Retrait,,-127.25
1574,2024-03-21,Compte 2,Banque A,Entreprise A,Salaire,,2063.24
1592,2024-03-21,Compte 2,Banque A,PEL,Épargne,,423.46
420,2024-03-21,Compte 2,Banque A,Doctolib,Santé,,-123.71
1827,2024-03-21,Compte 3,Banque C,Truffaut,Animaux,,-45.51
1234,2024-03-21,Compte 1,Banque B,URSSAF,Impôts,,-968.86
562,2024-03-22,Compte 1,Banque B,EDF,Logement,,-815.46
1778,2024-03-22,Compte 2,Banque A,Doctolib,Santé,,-106.85
1832,2024-03-23,Compte 2,Banque A,Crédit Agricole,Frais bancaires,,-15.01
10,2024-03-23,Compte 1,Banque B,Livret A,Épargne,,498.9
1919,2024-03-24,Compte 2,Banque A,Orange,Internet,,-24.71
1852,2024-03-24,Compte 3,Banque C,DAB,Retrait,,-109.72
518,2024-03-24,Compte 3,Banque C,Banque Postale,Frais bancaires,,-5.4
1311,2024-03-25,Compte 1,Banque B,Entreprise C,Salaire,,2887.94
2319,2024-03-25,Compte 3,Banque C,MAIF,Assurance,,-54.83
2463,2024-03-26,Compte 3,Banque C,Entreprise C,Salaire,,2104.54
1317,2024-03-26,Compte 1,Banque B,Orchestra,Enfants,,-136.56
1014,2024-03-27,Compte 3,Banque C,Pharmacie,Santé,,-40.07
1199,2024-03-27,Compte 1,Banque B,Zalando,Cadeau,,-119.87
330,2024-03-27,Compte 1,Banque B,Mutuelle,Remboursement,,175.35
2441,2024-03-27,Compte 1,Banque B,Bowling,Loisir,,-44.67
1155,2024-03-27,Compte 2,Banque A,Airbnb,Vacances,,-256.17
822,2024-03-27,Compte 3,Banque C,Spotify,Loisir,,-44.62
2099,2024-03-28,Compte 1,Banque B,Hôpital,Santé,,-93.78
1786,2024-03-28,Compte 1,Banque B,Orchestra,Enfants,,-135.45
1838,2024-03-29,Compte 2,Banque A,DAB,Retrait,,-95.45
1157,2024-03-29,Compte 3,Banque C,SFR,Internet,,-44.3
1217,2024-03-31,Compte 3,Banque C,Banque Postale,Frais bancaires,,-7.02
2026,2024-03-31,Compte 2,Banque A,Divers,Divers,,-84.47
2112,2024-03-31,Compte 3,Banque C,Loyer,Logement,,-668.03
1218,2024-04-01,Compte 2,Banque A,H&M,Vêtements,,-128.23
1124,2024-04-01,Compte 3,Banque C,Pharmacie,Santé,,-122.38
2867,2024-04-01,Compte 2,Banque A,Auchan,Alimentation,,-136.47
1599,2024-04-01,Compte 3,Banque C,Zalando,Cadeau,,-186.7
1059,2024-04-01,Compte 1,Banque B,Allianz,Assurance,,-96.81
2542,2024-04-03,Compte 2,Banque A,Zalando,Cadeau,,-73.6
1468,2024-04-03,Compte 3,Banque C,PEL,Épargne,,124.85
811,2024-04-03,Compte 3,Banque C,AXA,Assurance,,-73.94
365,2024-04-03,Compte 3,Banque C,Intermarché,Alimentation,,-195.83
1054,2024-04-04,Compte 1,Banque B,PEL,Épargne,,320.19
2804,2024-04-04,Compte 3,Banque C,Loyer,Logement,,-769.81
56,2024-04-05,Compte 1,Banque B,Truffaut,Animaux,,-68.03
595,2024-04-05,Compte 1,Banque B,H&M,Vêtements,,-66.03
1330,2024-04-05,Compte 1,Banque B,Livret A,Épargne,,369.94
1255,2024-04-05,Compte 3,Banque C,Uniqlo,Vêtements,,-190.67
2007,2024-04-06,Compte 2,Banque A,Cinéma,Loisir,,-76.77
1673,2024-04-06,Compte 2,Banque A,Mutuelle,Remboursement,,104.85
652,2024-04-07,Compte 3,Banque C,Mutuelle,Remboursement,,296.42
2619,2024-04-07,Compte 2,Banque A,DAB,Retrait,,-262.34
2773,2024-04-07,Compte 1,Banque B,Uniqlo,Vêtements,,-77.36
337,2024-04-07,Compte 1,Banque B,Mutuelle,Remboursement,,184.57
631,2024-04-07,Compte 1,Banque B,MAIF,Assurance,,-77.06
2021,2024-04-08,Compte 1,Banque B,Cinéma,Loisir,,-37.84
2557,2024-04-09,Compte 3,Banque C,CPAM,Remboursement,,126.87
2194,2024-04-09,Compte 2,Banque A,Animalis,Animaux,,-54.6
1501,2024-04-10,Compte 1,Banque B,Bouygues,Téléphone,,-20.29
359,2024-04-10,Compte 3,Banque C,Allianz,Assurance,,-47.79
901,2024-04-10,Compte 2,Banque A,DAB,Retrait,,-112.38
743,2024-04-10,Compte 3,Banque C,Booking,Vacances,,-464.93
1680,2024-04-11,Compte 1,Banque B,Pharmacie,Santé,,-38.05
1173,2024-04-11,Compte 2,Banque A,Impôts,Impôts,,-350.85
1478,2024-04-12,Compte 1,Banque B,Amazon,Cadeau,,-126.65
2005,2024-04-12,Compte 2,Banque A,AXA,Assurance,,-43.92
450,2024-04-12,Compte 2,Banque A,DAB,Retrait,,-158.77
711,2024-04-13,Compte 3,Banque C,DAB,Retrait,,-102.25
1935,2024-04-13,Compte 2,Banque A,Cinéma,Loisir,,-12.05
572,2024-04-13,Compte 2,Banque A,JouetClub,Enfants,,-46.8
1337,2024-04-14,Compte 2,Banque A,Pharmacie,Santé,,-70.24
195,2024-04-14,Compte 1,Banque B,URSSAF,Impôts,,-1841.71
1092,2024-04-14,Compte 2,Banque A,Zara,Vêtements,,-139.22
2070,2024-04-15,Compte 1,Banque B,Bouygues,Téléphone,,-44.73
550,2024-04-15,Compte 3,Banque C,Free,Internet,,-36.35
570,2024-04-15,Compte 3,Banque C,Blablacar,Transport,,-8.75
1617,2024-04-16,Compte 3,Banque C,Livret A,Épargne,,263.13
275,2024-04-16,Compte 3,Banque C,Allianz,Assurance,,-71.65
2920,2024-04-17,Compte 3,Banque C,Loyer,Logement,,-632.19
1629,2024-04-17,Compte 3,Banque C,Orchestra,Enfants,,-137.76
2219,2024-04-18,Compte 2,Banque A,Carrefour,Alimentation,,-158.67
2315,2024-04-18,Compte 1,Banque B,Uniqlo,Vêtements,,-121.62
2926,2024-04-19,Compte 3,Banque C,EDF,Logement,,-836.91
2728,2024-04-19,Compte 1,Banque B,CPAM,Remboursement,,282.81
2861,2024-04-20,Compte 3,Banque C,Animalis,Animaux,,-99.6
406,2024-04-20,Compte 2,Banque A,Orchestra,Enfants,,-143.13
2293,2024-04-20,Compte 3,Banque C,Mutuelle,Remboursement,,72.07
237,2024-04-20,Compte 3,Banque C,Livret A,Épargne,,306.51
452,2024-04-21,Compte 2,Banque A,Animalis,Animaux,,-70.36
914,2024-04-21,Compte 2,Banque A,Bouygues,Téléphone,,-44.73
1863,2024-04-21,Compte 1,Banque B,Hôpital,Santé,,-80.92
437,2024-04-22,Compte 1,Banque B,URSSAF,Impôts,,-1242.11
2067,2024-04-23,Compte 1,Banque B,Blablacar,Transport,,-27.28
900,2024-04-23,Compte 1,Banque B,Orange,Internet,,-52.92
137,2024-04-24,Compte 2,Banque A,Engie,Logement,,-609.48
2329,2024-04-24,Compte 1,Banque B,Bouygues,Téléphone,,-35.45
351,2024-04-24,Compte 3,Banque C,Zalando,Cadeau,,-88.11
25,2024-04-24,Compte 3,Banque C,Uber,Transport,,-30.56
221,2024-04-24,Compte 3,Banque C,CPAM,Remboursement,,265.51
59,2024-04-25,Compte 1,Banque B,Doctolib,Santé,,-48.2
322,2024-04-26,Compte 3,Banque C,Livret A,Épargne,,172.59
2343,2024-04-26,Compte 3,Banque C,Engie,Logement,,-338.88
2521,2024-04-27,Compte 2,Banque A,MAIF,Assurance,,-33.65
2326,2024-04-27,Compte 1,Banque B,Livret A,Épargne,,283.38
2918,2024-04-27,Compte 2,Banque A,URSSAF,Impôts,,-1577.81
1915,2024-04-27,Compte 2,Banque A,DAB,Retrait,,-113.87
1465,2024-04-28,Compte 1,Banque B,Hôpital,Santé,,-114.07
788,2024-04-28,Compte 3,Banque C,Banque Postale,Frais bancaires,,-19.1
2366,2024-04-28,Compte 2,Banque A,Auchan,Alimentation,,-103.98
838,2024-04-28,Compte 2,Banque A,Uniqlo,Vêtements,,-126.94
2210,2024-04-29,Compte 2,Banque A,Animalis,Animaux,,-83.41
1652,2024-04-30,Compte 1,Banque B,Airbnb,Vacances,,-839.23
484,2024-04-30,Compte 2,Banque A,Cinéma,Loisir,,-47.84
1123,2024-05-01,Compte 2,Banque A,SNCF,Transport,,-20.35
201,2024-05-01,Compte 3,Banque C,PEL,Épargne,,211.75
1705,2024-05-01,Compte 3,Banque C,Doctolib,Santé,,-77.53
1777,2024-05-01,Compte 2,Banque A,Uniqlo,Vêtements,,-148.76
985,2024-05-02,Compte 1,Banque B,Divers,Divers,,-98.17
2377,2024-05-03,Compte 1,Banque B,Airbnb,Vacances,,-373.0
428,2024-05-04,Compte 2,Banque A,Hôpital,Santé,,-19.32
1814,2024-05-04,Compte 2,Banque A,Amazon,Cadeau,,-125.47
2736,2024-05-04,Compte 2,Banque A,Fnac,Cadeau,,-32.39
468,2024-05-04,Compte 1,Banque B,Airbnb,Vacances,,-489.85
2779,2024-05-04,Compte 3,Banque C,Mutuelle,Remboursement,,193.51
1551,2024-05-05,Compte 2,Banque A,Banque Postale,Frais bancaires,,-17.74
2966,2024-05-05,Compte 1,Banque B,SFR,Internet,,-31.84
2629,2024-05-05,Compte 3,Banque C,Crédit Agricole,Frais bancaires,,-12.86
265,2024-05-06,Compte 2,Banque A,Orange,Internet,,-33.19
303,2024-05-06,Compte 2,Banque A,Doctolib,Santé,,-136.31
24,2024-05-06,Compte 1,Banque B,Banque Postale,Frais bancaires,,-16.23
1510,2024-05-06,Compte 2,Banque A,MAIF,Assurance,,-20.55
2604,2024-05-06,Compte 3,Banque C,JouetClub,Enfants,,-29.94
2073,2024-05-06,Compte 3,Banque C,Uniqlo,Vêtements,,-67.09
1531,2024-05-06,Compte 3,Banque C,Entreprise C,Salaire,,2284.7
42,2024-05-06,Compte 1,Banque B,Zalando,Cadeau,,-72.81
1108,2024-05-06,Compte 3,Banque C,Intermarché,Alimentation,,-77.34
1304,2024-05-07,Compte 2,Banque A,PEL,Épargne,,143.46
2725,2024-05-07,Compte 1,Banque B,Animalis,Animaux,,-58.11
2672,2024-05-07,Compte 3,Banque C,CPAM,Remboursement,,153.47
473,2024-05-07,Compte 3,Banque C,Blablacar,Transport,,-35.45
2086,2024-05-07,Compte 2,Banque A,Orange,Téléphone,,-41.93
2809,2024-05-08,Compte 1,Banque B,Banque Postale,Frais bancaires,,-15.96
